strain,temp,stress
0.61114105,0.333333333,0.780385742
0.579393625,0.833333333,0.31353971
0.3909447,1.0,0.21979709
0.00094471,0.833333333,0.058818171
0.605298845,0.5,0.682847958
0.115277795,0.833333333,0.427107408
0.05602485,0.066666667,0.828244459
0.00456988,0.066666667,0.098333129
0.037047585,0.833333333,0.44897979
0.00146256,0.833333333,0.074545255
0.01148612,0.333333333,0.492732616
0.00056128,0.5,0.014007214
0.360314585,0.5,0.709057441
0.04027288,0.833333333,0.448850184
0.12594237,0.5,0.720541794
0.013515615,0.333333333,0.563696653
0.225803065,0.5,0.719765118
0.314599955,0.066666667,0.904726342
0.58218884,0.5,0.685506701
0.03437451,1.0,0.278827523
0.53727263,0.066666667,0.77816983
0.072418645,0.066666667,0.834475319
0.022125445,0.333333333,0.763195861
0.528258785,1.0,0.193206469
0.234292615,1.0,0.243405526
0.004757785,0.833333333,0.168597062
0.146603045,0.5,0.721057454
0.491770495,0.066666667,0.84350556
0.00319597,0.5,0.126293414
0.21825824,0.5,0.720241842
0.23135877,0.833333333,0.399441424
0.53173784,0.833333333,0.330473429
0.66264249,0.333333333,0.663952745
0.646031025,0.5,0.678051226
0.76245049,0.5,0.660075711
0.46667118,1.0,0.206815227
0.93823636,0.5,0.536317454
0.69446536,0.833333333,0.24650642
0.30263651,0.066666667,0.903083015
0.59623049,0.5,0.683808526
0.56933182,0.333333333,0.814989526
0.02388215,1.0,0.278997476
0.57338204,0.333333333,0.812952816
0.130614525,0.066666667,0.857622801
0.380946575,0.066666667,0.90962696
0.026025345,0.333333333,0.781078256
0.29261467,1.0,0.234849663
0.66842473,0.5,0.674874215
0.501909565,0.066666667,0.83035924
0.5720379,0.333333333,0.813621078
0.000759515,0.5,0.019739314
-0.000650485,0.833333333,0.000287036
0.49281299,1.0,0.201174086
0.429618675,1.0,0.213893467
0.1697845,0.333333333,0.8291163
0.02866363,1.0,0.279068474
0.539461275,0.333333333,0.823209185
0.607412305,0.833333333,0.301375483
0.607404325,1.0,0.16991777
0.929793315,0.5,0.549597508
0.57569919,0.833333333,0.315081344
0.144041625,1.0,0.259208312
0.82866176,1.0,0.013638306
0.014670665,0.333333333,0.601534927
0.162801935,1.0,0.255689341
0.03543671,0.333333333,0.789787052
0.461895345,0.5,0.698715772
0.000166,0.833333333,0.032582199
0.373400955,0.066666667,0.909885731
0.016284175,0.066666667,0.565020812
0.578744325,0.333333333,0.81019292
0.00226756,1.0,0.08129066
0.17810213,0.333333333,0.831082402
0.373684555,1.0,0.222813607
0.34797387,1.0,0.22658673
0.061705405,0.333333333,0.797833395
0.20680756,0.066666667,0.882830336
0.60008459,0.5,0.683332373
0.53425161,0.5,0.690512002
0.20239849,0.333333333,0.834944263
0.102203655,0.333333333,0.811643014
0.173917815,0.333333333,0.830326248
0.0846982,0.066666667,0.840115605
0.0699099,0.066666667,0.833679463
0.05713105,0.5,0.713092649
0.31175945,0.066666667,0.904241488
0.58272101,0.333333333,0.807592617
0.351954825,0.333333333,0.839704428
0.00182924,1.0,0.062451947
0.550183345,0.333333333,0.821150301
0.20519682,0.066666667,0.882351966
0.304730895,0.5,0.714276719
0.185176405,1.0,0.251803083
0.54151826,0.5,0.690181257
0.37393471,0.5,0.708059699
0.193050595,0.066666667,0.878839468
0.110536475,0.333333333,0.814162328
0.444211295,0.333333333,0.833614422
0.60041202,1.0,0.172207456
0.76142702,1.0,0.081250745
0.706369725,0.5,0.669363039
0.807776505,0.5,0.647794496
0.78346846,0.833333333,0.122445927
0.021492695,0.5,0.697595035
0.06429799,0.333333333,0.798815739
0.083265435,0.333333333,0.805421115
0.010709815,0.066666667,0.343655665
0.440605665,0.5,0.700738923
0.078678125,1.0,0.27209501
0.203247335,0.833333333,0.404830598
0.21918076,0.5,0.720115347
0.74287515,0.5,0.663283302
0.465032155,1.0,0.207150158
0.24002415,0.333333333,0.839044465
0.179772715,0.833333333,0.41038037
0.001779,0.5,0.070187431
0.05647844,0.333333333,0.796141374
0.181157885,1.0,0.252469345
0.170557845,0.066666667,0.871570811
0.157756725,1.0,0.25655699
0.291263535,0.066666667,0.90126224
0.95670285,0.5,0.49353367
0.63264379,0.5,0.679520941
0.018723185,0.333333333,0.717317345
0.20901628,0.333333333,0.835784759
0.876435795,0.5,0.611961543
0.24177173,0.333333333,0.839128715
0.43764303,1.0,0.212521495
0.073607075,0.833333333,0.439458593
0.20438713,0.066666667,0.882095832
0.000231,0.5,0.003733937
0.240803315,0.5,0.719135813
0.328302205,0.333333333,0.840237094
0.216767275,0.066666667,0.885744482
0.05514438,0.066666667,0.827855877
0.476985235,0.833333333,0.347006743
0.3481918,0.333333333,0.840036069
0.123679425,0.333333333,0.817914844
0.221860175,0.333333333,0.837650455
0.76674663,0.833333333,0.173901716
0.799728305,0.5,0.650360948
0.00409095,0.333333333,0.21134528
0.252912525,0.333333333,0.839982442
0.480170615,0.833333333,0.346201197
0.006618565,1.0,0.231642086
0.155230685,1.0,0.256984265
0.45528372,1.0,0.208955852
0.396169905,0.5,0.705223578
0.486430365,1.0,0.202662335
0.446436375,0.333333333,0.83346382
0.52122479,0.5,0.692059253
0.00345797,0.066666667,0.061534477
0.47334379,1.0,0.205535282
0.765107555,1.0,0.077466272
0.5023457,0.833333333,0.339825631
0.411170825,0.833333333,0.363251716
0.14598481,0.333333333,0.824182799
0.24875642,1.0,0.241360358
0.19817757,0.333333333,0.834420397
0.00553687,0.833333333,0.188162194
0.004241515,1.0,0.170562684
0.807946885,1.0,0.029659441
0.253919095,0.066666667,0.894156238
0.40217117,0.833333333,0.364949934
0.38335307,1.0,0.221244686
0.24665992,0.833333333,0.396022046
0.910279345,0.5,0.577850903
0.08756075,0.833333333,0.435162741
0.19653327,0.333333333,0.834131916
0.072281755,1.0,0.273427309
-0.000349,0.833333333,0.011325725
0.702049775,1.0,0.126015622
0.60977366,0.333333333,0.781953895
0.456203565,0.5,0.699263909
0.195700715,0.333333333,0.834017956
0.010021155,0.833333333,0.298595449
0.45146014,0.066666667,0.887585097
0.369713585,0.5,0.708392083
0.809818925,1.0,0.028090256
0.16758752,0.5,0.721614625
0.52663409,0.833333333,0.332195406
0.30667448,0.5,0.713868644
0.009617285,0.5,0.374630885
0.44435502,0.833333333,0.355156815
0.262358525,0.333333333,0.84049739
0.44946915,0.5,0.699912577
0.3299049,0.833333333,0.379679515
0.03587567,0.066666667,0.818851493
0.09440082,0.833333333,0.433314301
0.62818428,0.333333333,0.753660787
0.228623105,0.066666667,0.888701051
0.10635615,0.333333333,0.813046542
0.16214764,0.5,0.721295749
0.23744473,0.333333333,0.83887792
0.779740735,0.5,0.655963769
0.035364125,1.0,0.278756802
0.016445155,0.833333333,0.394021881
0.23447799,0.066666667,0.889647121
-0.00191139,0.833333333,0.000273342
0.220151545,0.066666667,0.886567239
0.047898305,0.833333333,0.447058094
0.026733355,1.0,0.279093293
0.015799045,0.333333333,0.639425
0.05119304,0.833333333,0.446188473
0.000177,0.066666667,0.00320681
0.639269155,0.833333333,0.28417758
0.681816555,0.5,0.672974601
0.34916767,0.5,0.709555344
0.078030555,0.333333333,0.803565913
0.38176232,1.0,0.22156503
0.018991085,0.066666667,0.666131363
0.03865481,0.066666667,0.82064825
0.0013142,0.833333333,0.069254598
0.31021125,0.833333333,0.383509804
0.66346862,1.0,0.14706183
0.87761675,0.5,0.610902184
0.41865867,0.5,0.703434837
0.23510053,0.833333333,0.398739113
0.277380015,1.0,0.236969171
0.453963255,0.5,0.699551503
0.170035055,0.833333333,0.412766999
0.381392795,0.5,0.707240694
0.17949362,0.5,0.721105186
0.376449525,0.066666667,0.909380931
0.372882795,0.5,0.708148768
0.85249412,0.5,0.628407046
0.536774805,0.333333333,0.823644647
0.63715712,1.0,0.158436991
0.20817404,0.333333333,0.83573847
0.36068123,0.333333333,0.839168169
0.80108933,0.5,0.65002342
0.283252735,0.066666667,0.899715483
0.184863705,0.333333333,0.832388851
0.250647355,0.833333333,0.395250059
0.336309035,0.066666667,0.907326602
0.57587814,0.5,0.685795658
0.21856212,0.833333333,0.402053058
0.21071211,0.5,0.720673873
0.269322465,0.833333333,0.391847022
0.0183582,0.5,0.652497193
0.445325865,0.333333333,0.833556943
0.014097925,0.833333333,0.375991215
0.18944896,0.5,0.720959846
0.403430605,1.0,0.217824384
0.497503985,0.5,0.6947448
0.72968117,0.5,0.665770832
0.10051929,0.333333333,0.811192964
0.52949607,0.5,0.690667156
0.58626259,1.0,0.176563517
0.49922059,0.333333333,0.828329982
0.64420071,1.0,0.155761476
0.3065144,1.0,0.232770384
0.782453465,0.5,0.655229703
0.649543275,1.0,0.153344355
0.29168942,0.333333333,0.841019994
0.405639615,0.5,0.704247592
0.041312485,0.833333333,0.44863904
0.548595375,0.066666667,0.758772851
0.59205378,0.333333333,0.800842054
0.621212765,1.0,0.164629938
0.737523145,1.0,0.101601613
0.7094717,1.0,0.121526289
0.709034505,0.5,0.66892182
0.754469945,0.833333333,0.193513567
0.287084755,0.5,0.715965486
0.763273775,1.0,0.079430141
0.04050836,0.066666667,0.821555062
0.01548966,0.066666667,0.532114439
0.59754958,0.5,0.683655039
0.01933757,0.333333333,0.730128062
0.586751285,0.333333333,0.804877432
0.36654633,0.5,0.708615156
0.69659299,1.0,0.129134503
0.40517459,0.833333333,0.364426629
0.000643745,1.0,0.015973341
0.65597303,0.333333333,0.686416725
0.370791705,0.5,0.708215411
0.59332281,0.333333333,0.799635964
0.59871746,1.0,0.172840085
0.20708784,0.833333333,0.404263873
0.245531695,0.066666667,0.892571462
0.42746103,0.5,0.702423937
0.21000416,0.066666667,0.883752963
0.337012375,0.833333333,0.378418368
0.414039095,0.833333333,0.362470825
0.00032,0.833333333,0.038153361
0.13044584,0.5,0.720878363
0.358748165,0.333333333,0.839050658
0.50797786,1.0,0.198128538
0.466422205,0.5,0.698049425
0.35108869,0.833333333,0.375783486
0.0019223,0.833333333,0.096577301
0.007838825,1.0,0.250230515
0.62214818,0.333333333,0.763805193
0.19957029,0.066666667,0.880626549
0.14392777,0.5,0.720735798
0.709603405,0.833333333,0.233541483
0.60787005,0.5,0.6824294
0.821315015,0.5,0.643283046
0.193094225,0.5,0.720653925
0.46529392,0.5,0.698242094
0.15013691,0.066666667,0.864537954
0.01934019,1.0,0.278679859
0.580905175,0.5,0.685578772
0.01084207,0.333333333,0.468214558
0.167296135,0.333333333,0.828382114
0.92752846,0.5,0.553285156
0.564975325,0.5,0.686442337
0.046936835,0.066666667,0.824488104
0.437293405,0.5,0.700787719
0.3431502,0.5,0.710869193
0.102497895,0.5,0.718959009
0.19876816,0.066666667,0.880411578
0.00204264,0.333333333,0.135161193
0.710350485,0.5,0.668803932
0.445878645,0.833333333,0.354854225
0.437432195,0.066666667,0.898220232
0.77839549,0.5,0.65634288
0.024434405,0.066666667,0.78281557
0.394936735,0.066666667,0.910437312
0.12072238,0.066666667,0.853801676
0.0190191,0.333333333,0.723747442
0.66568931,0.833333333,0.267621032
0.059669105,1.0,0.275679788
0.010260825,0.5,0.398097262
0.001608605,0.833333333,0.079948229
0.56580891,1.0,0.18306491
0.595992785,0.833333333,0.306552212
0.015495425,0.5,0.574612086
0.26005058,1.0,0.239107359
0.12207806,0.333333333,0.817217952
0.095060645,0.066666667,0.843988184
0.016811985,0.5,0.612330637
0.204901555,0.333333333,0.835351806
0.55885895,0.5,0.688297141
0.135239355,0.833333333,0.421415038
0.153049735,0.5,0.721670353
0.02803407,0.066666667,0.80341068
0.000172,0.333333333,0.063665032
0.386717075,0.5,0.706515234
7.95e-05,0.066666667,0.002089824
0.01488279,0.066666667,0.507600483
0.27054118,0.5,0.716765455
0.326787425,0.066666667,0.906135754
6.25e-05,0.066666667,0.001838075
0.496749575,0.333333333,0.82873153
0.18238343,0.333333333,0.831844665
0.18837911,0.833333333,0.408116567
0.12403401,0.066666667,0.855454311
0.30704262,0.333333333,0.8409761
0.18221526,0.833333333,0.409680063
0.135443955,0.066666667,0.859717704
0.378666405,0.833333333,0.369915945
0.400657895,0.333333333,0.836810769
0.005952975,1.0,0.218664014
0.303189105,0.833333333,0.384693778
0.149477885,0.833333333,0.417488963
0.059886035,0.5,0.714013153
0.13135843,0.5,0.720983126
0.423180045,1.0,0.214952614
0.821982905,1.0,0.017961185
0.456592895,0.833333333,0.352309566
0.029656975,1.0,0.279092775
0.52003773,0.5,0.692349234
0.58443955,1.0,0.177096282
-5.5e-05,0.833333333,0.021844824
0.50340882,0.5,0.694175739
0.27632778,0.5,0.716513777
0.57472986,0.333333333,0.812258956
0.073585775,0.5,0.71597241
0.044577325,0.833333333,0.448078647
0.000129,0.333333333,-0.000905441
0.4320496,0.833333333,0.358146786
0.03004352,0.5,0.71100878
0.0233863,0.066666667,0.773004952
0.891892575,0.5,0.598107608
0.35550071,0.833333333,0.374810615
0.40962363,0.333333333,0.835420203
0.330769025,1.0,0.22884595
0.12731113,0.066666667,0.856596807
0.0132822,0.066666667,0.442258778
0.2699858,1.0,0.237701188
0.623437375,0.5,0.680476791
0.78512987,0.5,0.654418082
0.402054625,0.066666667,0.909851195
0.03498789,0.066666667,0.817976759
0.70503526,0.5,0.669620573
0.506826525,0.333333333,0.827815877
0.000484,1.0,0.005836495
0.50457308,0.5,0.694086945
0.74880683,1.0,0.092840839
0.002494015,1.0,0.093351314
0.627404155,0.5,0.679872416
0.343180435,0.066666667,0.907757788
0.17579388,0.5,0.721493877
0.217485925,1.0,0.246297315
0.356951075,0.833333333,0.374436974
0.613160475,0.833333333,0.298566835
0.2890849,0.5,0.715714701
0.00863159,0.833333333,0.2646194
0.18151849,0.333333333,0.8316589
0.16849513,0.5,0.721557327
0.27394585,0.333333333,0.841252873
0.277499435,0.333333333,0.841229626
0.151764305,0.333333333,0.825219707
0.613759285,0.333333333,0.77693949
0.282742555,0.833333333,0.388934861
0.236151165,0.066666667,0.89012134
0.69402247,0.5,0.671724098
0.004323395,0.066666667,0.089055887
0.332493755,0.066666667,0.906840622
0.38705552,0.066666667,0.910639265
0.01968135,0.333333333,0.736394519
0.010912005,0.066666667,0.352231414
-0.000277,0.333333333,0.012403633
0.18455272,0.066666667,0.876251797
0.113692595,1.0,0.265085908
0.535424595,0.333333333,0.823887455
0.152742415,1.0,0.257509412
0.000153,0.333333333,-0.00016145
0.60138583,0.5,0.683223146
0.54080595,0.333333333,0.822997098
0.294380195,0.333333333,0.840959943
0.21248526,0.066666667,0.884486574
0.00931266,0.066666667,0.282719729
0.021890595,0.066666667,0.750686992
0.006156145,0.833333333,0.202477984
0.321862375,0.333333333,0.84058479
0.90440641,0.5,0.584173447
0.875191045,0.5,0.613139821
0.384243385,0.333333333,0.838104886
0.57386869,0.833333333,0.315877492
0.916320685,0.5,0.56994501
0.3511623,0.5,0.709008148
0.26874209,0.5,0.716903034
0.34240719,0.333333333,0.840216858
0.49516399,0.5,0.695187647
0.365619785,0.833333333,0.37237399
0.33856714,1.0,0.227719254
0.384554685,0.066666667,0.910398805
0.89775621,0.5,0.592374657
0.31573943,0.833333333,0.382539684
0.00919365,0.5,0.358545685
0.17121263,0.833333333,0.412474744
0.11266715,1.0,0.265245952
0.52481602,0.066666667,0.798731508
0.02670636,0.5,0.710213652
0.496051975,0.833333333,0.341784799
0.70086578,0.833333333,0.241092626
0.011940345,0.066666667,0.39350106
0.349584995,1.0,0.226392984
0.00668288,0.333333333,0.307809559
0.01856019,0.066666667,0.650811488
0.005410065,0.333333333,0.259459862
0.404619335,0.5,0.704367362
0.16656755,0.066666667,0.870217625
0.23601892,0.5,0.71907023
0.23198139,0.066666667,0.889194791
0.16565465,0.333333333,0.827941738
0.457362365,0.5,0.699077251
0.525963685,0.5,0.691177302
0.430482905,0.833333333,0.358605972
0.049333105,0.333333333,0.793717588
0.738831945,0.5,0.663777662
0.133090085,1.0,0.261509021
0.00813489,0.066666667,0.235712272
0.75967933,0.5,0.660683424
0.10419483,0.066666667,0.847369847
0.0188587,0.5,0.662863746
0.66060868,0.5,0.676201616
0.185901985,0.833333333,0.40855376
0.013677225,0.066666667,0.458626712
0.391979655,0.5,0.705733224
0.559605575,0.833333333,0.321102573
0.83710373,0.5,0.636444764
0.04604177,0.066666667,0.824057163
0.08068635,0.333333333,0.804601133
0.768997565,0.5,0.657875289
0.69822448,0.5,0.670988062
0.04752987,0.333333333,0.793171806
0.40941994,0.066666667,0.90893017
0.267693735,0.333333333,0.840988233
0.39354778,0.833333333,0.366901792
0.070750025,0.066666667,0.833929806
0.14032724,0.066666667,0.861757827
0.60841845,0.333333333,0.783420709
0.553802105,0.5,0.688434091
0.307101735,0.066666667,0.903683646
0.055665025,0.833333333,0.444908621
0.640349305,0.333333333,0.727346021
0.72138356,0.5,0.667573816
0.60579189,0.333333333,0.786228773
0.67399992,1.0,0.141826559
0.72834917,0.5,0.666103391
0.296506585,0.066666667,0.901989022
0.689880405,0.5,0.672215444
0.47207012,0.066666667,0.86657027
0.583122195,0.833333333,0.312236537
0.337014105,1.0,0.227976637
0.020161495,0.833333333,0.412277023
0.36340765,0.5,0.708940809
0.05112192,0.333333333,0.794438418
0.25645626,0.066666667,0.894581472
0.1298015,0.066666667,0.857406651
0.110327765,1.0,0.265713838
0.514046475,0.5,0.692950655
0.155873995,0.066666667,0.866536811
0.0581961,0.333333333,0.796730524
0.748411345,0.5,0.662689902
0.299116335,0.066666667,0.902166378
0.00714351,0.333333333,0.326896363
0.141140225,0.066666667,0.862050367
0.796973365,0.5,0.650823362
0.10340404,0.5,0.719010282
0.71713674,0.5,0.66827837
0.63529744,0.5,0.679294771
0.126796395,1.0,0.262726965
0.05753802,1.0,0.276010878
0.333908615,1.0,0.228389969
0.30894546,0.066666667,0.903893199
0.017885835,0.5,0.641565703
0.017029705,0.333333333,0.675887204
0.599814545,0.833333333,0.304727397
0.12212019,1.0,0.263683334
0.59241956,0.5,0.684404916
0.4197422,0.5,0.703352942
0.002637735,1.0,0.111055885
0.408601745,0.333333333,0.835597504
0.01647021,0.066666667,0.573142782
0.169287595,1.0,0.254683227
0.361315145,0.833333333,0.373326755
0.01593433,0.5,0.587370919
0.410969115,0.5,0.703710867
0.188542645,0.5,0.72103057
0.408145705,0.833333333,0.363876276
0.5330482,0.5,0.690473697
0.334409745,0.066666667,0.907095145
0.377513935,0.066666667,0.909266392
0.270251375,0.066666667,0.897483529
0.253079615,0.066666667,0.894134705
0.370389445,1.0,0.223298113
0.730989995,0.5,0.66543288
0.15667034,0.5,0.721482849
0.56926205,1.0,0.181877809
0.01061674,0.333333333,0.459822758
0.489379235,0.333333333,0.829618624
0.01241559,0.066666667,0.409715317
0.126881125,0.333333333,0.818863893
0.352761635,1.0,0.225908903
0.80370082,0.833333333,0.081553105
0.517086715,0.333333333,0.826607672
0.11988872,0.066666667,0.853560297
0.78647194,0.5,0.65382015
0.243838635,0.066666667,0.892142827
0.338974255,0.5,0.711249753
0.01848165,1.0,0.278551023
0.844547035,1.0,0.005243678
0.09651919,1.0,0.268350124
0.564228265,1.0,0.183523647
0.000101,0.066666667,0.002921338
0.07250814,0.833333333,0.439764614
0.467531685,0.5,0.69793886
0.353242785,0.5,0.708980302
0.015170625,0.333333333,0.616857691
0.146014065,0.066666667,0.863300338
0.1421362,0.5,0.720863395
0.257316445,0.066666667,0.894914541
0.10964644,0.5,0.719576888
0.18651601,0.333333333,0.832647935
0.39883188,1.0,0.21859573
0.05125211,1.0,0.276972848
0.085301065,0.833333333,0.435645992
0.577127125,0.5,0.685748406
0.609313645,0.833333333,0.300417618
0.47007267,0.333333333,0.830986616
0.13293675,0.833333333,0.422068491
0.469785635,0.5,0.697643882
0.029675695,0.333333333,0.787044061
0.007680435,0.066666667,0.216093541
0.140057195,0.333333333,0.822383563
0.44279626,0.833333333,0.355553367
0.40648573,0.066666667,0.909277411
0.39206522,0.833333333,0.367163267
0.787449645,1.0,0.050975197
0.359890465,0.833333333,0.373705689
0.6548135,0.333333333,0.689814318
0.385259845,0.333333333,0.83800764
0.278362545,0.333333333,0.841160943
0.242966905,0.066666667,0.89190791
0.005710055,0.333333333,0.269140649
0.23029077,0.066666667,0.888837649
0.222720125,0.333333333,0.837722645
0.52500256,0.833333333,0.332705071
0.448971055,0.833333333,0.354187952
0.63504969,0.333333333,0.740245563
0.281971395,0.333333333,0.840967122
0.329622255,0.066666667,0.9064078
0.088592285,1.0,0.270091248
0.00217541,0.5,0.085840753
0.13051952,1.0,0.262025015
0.081059375,0.5,0.716792853
0.50934095,0.333333333,0.827643104
0.652517235,0.5,0.676750606
0.08646918,0.5,0.717381781
0.081936775,1.0,0.271523654
0.50176587,0.333333333,0.828078662
0.217319115,0.5,0.720282219
0.50429427,0.333333333,0.827984876
0.384939765,1.0,0.220980209
0.416680655,1.0,0.216152628
0.015881765,0.066666667,0.548586276
0.412700545,0.333333333,0.835253169
0.095596035,0.333333333,0.809374396
0.367590515,0.5,0.708620426
0.82266407,0.5,0.642779754
0.354020985,0.833333333,0.375155747
0.14169178,1.0,0.259820001
0.66710896,0.5,0.675088465
0.042368695,0.066666667,0.822363033
0.380240215,0.333333333,0.838272526
0.194032335,0.333333333,0.833765095
0.18980384,0.333333333,0.832989115
0.1030671,0.333333333,0.81192941
0.06450389,0.5,0.714710095
0.458664935,0.333333333,0.831948562
0.36392732,0.066666667,0.909482375
0.792885075,1.0,0.044468503
0.005732975,0.833333333,0.192859397
0.52832542,0.5,0.690783708
0.012909165,0.833333333,0.360951601
0.48350583,0.5,0.696189719
0.000291,0.5,0.006211761
0.161544165,0.333333333,0.827393581
0.107193365,0.333333333,0.813282731
0.691370885,1.0,0.132288457
0.102443695,0.833333333,0.430447035
0.2022587,0.5,0.720990648
0.0649476,1.0,0.274710748
0.04409522,1.0,0.277670427
0.84291442,1.0,0.005879157
0.001798725,0.333333333,0.125712324
0.076790495,0.066666667,0.836890181
0.00718065,0.066666667,0.19622073
0.57259858,1.0,0.180876492
0.01629466,0.333333333,0.654143007
0.018135415,0.066666667,0.635520407
0.768556305,1.0,0.073174033
0.44867435,0.333333333,0.83318452
0.41499204,1.0,0.216475535
0.07756562,1.0,0.272325081
0.34213985,0.5,0.710990011
0.39549449,0.333333333,0.837176088
0.599605055,0.333333333,0.793099611
0.114147955,0.066666667,0.851389509
0.370376675,0.066666667,0.909600422
0.19948652,0.5,0.72082602
0.35853073,0.066666667,0.90914543
0.002572695,1.0,0.105290485
0.371847295,0.5,0.708181578
0.00091428,0.5,0.026302003
0.053497475,0.5,0.712504303
0.004005495,0.833333333,0.148760691
0.29719962,1.0,0.234092814
0.628722485,0.5,0.679767037
0.0726654,0.5,0.71574341
0.46201198,0.333333333,0.83183963
0.300380735,0.833333333,0.385481729
0.57916465,1.0,0.178676981
0.00661907,0.5,0.256381741
0.818591775,0.5,0.643930377
0.007095415,1.0,0.239577916
0.19584956,0.5,0.720620784
0.439732945,0.333333333,0.833999396
0.07454994,0.5,0.716130456
0.121088585,0.833333333,0.425184961
0.21070031,0.333333333,0.835773507
0.238908885,0.833333333,0.397925937
0.040201445,0.333333333,0.791166268
0.33417693,0.833333333,0.378859585
0.12897184,0.066666667,0.857222328
0.02354797,0.333333333,0.771795933
0.85077483,1.0,0.002907488
0.39653615,0.333333333,0.837104639
0.063888055,1.0,0.274890645
0.01781508,0.833333333,0.401147193
0.45307533,0.333333333,0.832517664
0.30891459,0.333333333,0.841065156
0.73622176,0.5,0.66441207
0.306125,0.333333333,0.841013105
0.214732685,0.833333333,0.402633541
0.407597095,0.333333333,0.835779713
0.029171785,0.5,0.710852186
0.74008476,0.833333333,0.209478792
0.801112655,0.833333333,0.08513153
0.153372515,0.333333333,0.825661022
0.05150295,0.066666667,0.82630952
0.743284635,1.0,0.097427003
0.125283625,0.333333333,0.818480931
0.447426475,0.833333333,0.35453459
0.01728584,0.333333333,0.682972136
0.53342472,1.0,0.191932017
0.07828365,0.833333333,0.437912941
0.153407495,0.066666667,0.865842925
0.01510634,0.066666667,0.515771973
0.066837875,0.833333333,0.441309407
0.262497035,0.066666667,0.896112319
0.109189035,1.0,0.265944179
0.82792264,0.5,0.640368513
0.44893641,1.0,0.210216618
0.263361105,0.066666667,0.896163988
0.6480818,0.333333333,0.708391459
0.003259445,1.0,0.133951946
0.4219534,0.5,0.703026282
0.507915895,0.066666667,0.822056735
0.67240112,0.5,0.674301455
0.562520615,0.333333333,0.817810393
0.3358403,0.5,0.711510459
0.14342514,0.333333333,0.823456198
0.09193657,1.0,0.2693802
0.675803525,1.0,0.140940166
0.94979824,0.5,0.511390744
0.08016652,0.5,0.716656577
0.006717565,0.066666667,0.176238481
0.3411688,0.833333333,0.377857941
0.010485195,1.0,0.269071643
0.718558565,0.5,0.668055952
0.3215685,1.0,0.229881646
0.23137651,0.333333333,0.838722263
0.10070295,0.5,0.71898446
0.36257419,0.333333333,0.839063296
0.4535566,0.833333333,0.353003237
0.84735416,0.5,0.630996807
7.85e-05,1.0,-0.005506879
0.08060739,0.833333333,0.437046317
0.409897165,0.5,0.703680738
0.007563295,0.333333333,0.345530773
0.4881114,0.833333333,0.343861371
0.02096882,0.333333333,0.753284595
0.27712686,0.066666667,0.898694151
0.0508341,0.5,0.712385317
0.1712338,0.5,0.721621321
0.104757835,0.333333333,0.812553807
0.549808985,0.066666667,0.75674488
0.02571012,0.066666667,0.792048065
0.2814928,0.066666667,0.89925713
0.149427485,0.5,0.721507812
0.26131396,0.833333333,0.392855713
0.73373478,1.0,0.10437505
0.0179282,0.066666667,0.627758714
0.645368775,0.833333333,0.280782285
0.12559576,1.0,0.263001638
0.63660476,0.5,0.679188329
0.04299535,0.333333333,0.792001911
0.12931855,0.833333333,0.422871121
0.153951165,0.5,0.721664235
0.000323,0.066666667,0.003484869
0.017054025,0.833333333,0.397562518
0.16977088,0.066666667,0.871222934
0.30985209,0.333333333,0.841088489
0.433067615,0.333333333,0.834576314
0.011825725,0.5,0.450746162
0.456912985,1.0,0.208615108
0.453683275,1.0,0.209277252
0.38165191,0.833333333,0.369262472
0.27447818,1.0,0.237318657
0.097975085,0.5,0.718366856
0.01160352,0.833333333,0.334245662
0.380168965,0.833333333,0.369618579
0.06804818,1.0,0.274136051
0.206039605,0.5,0.720909571
0.12607588,0.333333333,0.818617354
0.805090375,0.5,0.648627753
0.162361405,0.333333333,0.827537944
0.35521817,0.066666667,0.90884675
0.926336745,0.5,0.555161281
0.296892195,0.5,0.714846406
0.21164588,0.066666667,0.884172953
0.53870532,0.833333333,0.32840894
0.375429615,0.066666667,0.909933491
0.62939785,0.333333333,0.751789266
0.264148505,0.333333333,0.840626794
0.50076392,0.833333333,0.340359645
0.46995104,1.0,0.206210776
0.460162,1.0,0.208038581
0.489672465,0.833333333,0.343467408
0.06175059,1.0,0.275255574
0.295917235,0.5,0.714903109
0.156817805,0.833333333,0.415737531
0.299811215,0.5,0.714692931
0.620820145,0.5,0.680929254
0.22944639,0.066666667,0.888825724
0.555535555,1.0,0.185935468
0.58406619,0.333333333,0.806725518
0.158488265,0.5,0.721419356
0.423839565,0.066666667,0.905169252
0.004408485,0.833333333,0.158757403
0.05232437,0.833333333,0.445827069
0.10023349,0.833333333,0.431453601
0.880061855,0.5,0.60880274
0.793446895,0.833333333,0.096090849
0.47367029,0.333333333,0.830832107
0.224508255,1.0,0.245133599
0.214167075,0.333333333,0.836736338
0.28807892,0.5,0.715811072
0.715767905,0.5,0.668463801
0.258050505,0.333333333,0.83999296
0.333875245,0.333333333,0.840017163
0.21320997,1.0,0.246988001
0.390592625,0.833333333,0.367428984
0.24773555,0.333333333,0.839627814
0.198564785,0.5,0.720759229
0.06039886,0.066666667,0.830268689
0.693097585,1.0,0.131261977
0.66974061,0.833333333,0.265082904
0.535207295,0.833333333,0.329486853
0.477728875,0.066666667,0.859716528
0.018114705,0.5,0.64700766
